,Title,Genre,Poster
42,To Die For (1995),Comedy,./train_images/Comedy/poster_42.jpg
43,Se7en (1995),Crime,./train_images/Crime/poster_43.jpg
44,Pocahontas (1995),Animation,./train_images/Animation/poster_44.jpg
45,When Night Is Falling (1995),Drama,./train_images/Drama/poster_45.jpg
46,The Usual Suspects (1995),Crime,./train_images/Crime/poster_46.jpg
47,Mighty Aphrodite (1995),Comedy,./train_images/Comedy/poster_47.jpg
48,Georgia (1995),Drama,./train_images/Drama/poster_48.jpg
49,Kids of the Round Table (1995),Adventure,./train_images/Adventure/poster_49.jpg
50,Home for the Holidays (1995),Comedy,./train_images/Comedy/poster_50.jpg
51,Il Postino: The Postman (1994),Biography,./train_images/Biography/poster_51.jpg
52,Le confessionnal (1995),Drama,./train_images/Drama/poster_52.jpg
53,The Indian in the Cupboard (1995),Drama,./train_images/Drama/poster_53.jpg
54,Eye for an Eye (1996),Crime,./train_images/Crime/poster_54.jpg
55,Mr. Holland's Opus (1995),Drama,./train_images/Drama/poster_55.jpg
56,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,./train_images/Comedy/poster_56.jpg
57,Two If by Sea (1996),Comedy,./train_images/Comedy/poster_57.jpg
58,Bio-Dome (1996),Comedy,./train_images/Comedy/poster_58.jpg
59,Lawnmower Man 2: Beyond Cyberspace (1996),Action,./train_images/Action/poster_59.jpg
60,Two Bits (1995),Drama,./train_images/Drama/poster_60.jpg
61,French Twist (1995),Comedy,./train_images/Comedy/poster_61.jpg
62,Friday (1995),Comedy,./train_images/Comedy/poster_62.jpg
63,From Dusk Till Dawn (1996),Action,./train_images/Action/poster_63.jpg
64,Les mis?틆ables (1995),Drama,./train_images/Drama/poster_64.jpg
65,Bed of Roses (1996),Romance,./train_images/Romance/poster_65.jpg
66,Big Bully (1996),Comedy,./train_images/Comedy/poster_66.jpg
67,Screamers (1995),Sci-Fi,./train_images/Sci-Fi/poster_67.jpg
68,Nico Icon (1995),Documentary,./train_images/Documentary/poster_68.jpg
69,The Crossing Guard (1995),Drama,./train_images/Drama/poster_69.jpg
70,The Juror (1996),Drama,./train_images/Drama/poster_70.jpg
71,The White Balloon (1995),Drama,./train_images/Drama/poster_71.jpg
72,Things to Do in Denver When You're Dead (1995),Crime,./train_images/Crime/poster_72.jpg
73,Antonia's Line (1995),Comedy,./train_images/Comedy/poster_73.jpg
74,Once Upon a Time... When We Were Colored (1995),Drama,./train_images/Drama/poster_74.jpg
75,Last Summer in the Hamptons (1995),Comedy,./train_images/Comedy/poster_75.jpg
76,Angels and Insects (1995),Drama,./train_images/Drama/poster_76.jpg
77,White Squall (1996),Adventure,./train_images/Adventure/poster_77.jpg
78,Dunston Checks In (1996),Comedy,./train_images/Comedy/poster_78.jpg
79,Black Sheep (1996),Comedy,./train_images/Comedy/poster_79.jpg
80,Nick of Time (1995),Action,./train_images/Action/poster_80.jpg
81,The Journey of August King (1995),Drama,./train_images/Drama/poster_81.jpg
82,Vampire in Brooklyn (1995),Comedy,./train_images/Comedy/poster_82.jpg
83,Beautiful Girls (1996),Comedy,./train_images/Comedy/poster_83.jpg
84,Broken Arrow (1996),Action,./train_images/Action/poster_84.jpg
85,A Midwinter's Tale (1995),Comedy,./train_images/Comedy/poster_85.jpg
86,La Haine (1995),Crime,./train_images/Crime/poster_86.jpg
87,Shopping (1994),Action,./train_images/Action/poster_87.jpg
88,Heidi Fleiss: Hollywood Madam (1995),Documentary,./train_images/Documentary/poster_88.jpg
89,City Hall (1996),Drama,./train_images/Drama/poster_89.jpg
90,Mr. Wrong (1996),Comedy,./train_images/Comedy/poster_90.jpg
91,Unforgettable (1996),Drama,./train_images/Drama/poster_91.jpg
92,Nobody Loves Me (1994),Comedy,./train_images/Comedy/poster_92.jpg
93,Muppet Treasure Island (1996),Action,./train_images/Action/poster_93.jpg
94,Catwalk (1995),Documentary,./train_images/Documentary/poster_94.jpg
95,Headless Body in Topless Bar (1995),Comedy,./train_images/Comedy/poster_95.jpg
96,Braveheart (1995),Biography,./train_images/Biography/poster_96.jpg
97,Rumble in the Bronx (1995),Action,./train_images/Action/poster_97.jpg
98,Before and After (1996),Crime,./train_images/Crime/poster_98.jpg
99,Margaret's Museum (1995),Drama,./train_images/Drama/poster_99.jpg
100,Happiness Is in the Field (1995),Comedy,./train_images/Comedy/poster_100.jpg
101,Anne Frank Remembered (1995),Documentary,./train_images/Documentary/poster_101.jpg
102,The Young Poisoner's Handbook (1995),Crime,./train_images/Crime/poster_102.jpg
103,If Lucy Fell (1996),Comedy,./train_images/Comedy/poster_103.jpg
104,Steal Big Steal Little (1995),Comedy,./train_images/Comedy/poster_104.jpg
105,Race the Sun (1996),Adventure,./train_images/Adventure/poster_105.jpg
106,The Boys of St. Vincent (1992),Drama,./train_images/Drama/poster_106.jpg
107,Boomerang (1992),Comedy,./train_images/Comedy/poster_107.jpg
108,Chungking Express (1994),Comedy,./train_images/Comedy/poster_108.jpg
109,Flirting with Disaster (1996),Comedy,./train_images/Comedy/poster_109.jpg
110,Jupiter's Wife (1995),Documentary,./train_images/Documentary/poster_110.jpg
111,Pie in the Sky (1996),Comedy,./train_images/Comedy/poster_111.jpg
112,Angela (1995),Drama,./train_images/Drama/poster_112.jpg
113,Frankie Starlight (1995),Drama,./train_images/Drama/poster_113.jpg
114,Jade (1995),Crime,./train_images/Crime/poster_114.jpg
115,Sonic Outlaws (1995),Documentary,./train_images/Documentary/poster_115.jpg
116,Down Periscope (1996),Comedy,./train_images/Comedy/poster_116.jpg
117,From the Journals of Jean Seberg (1995),Documentary,./train_images/Documentary/poster_117.jpg
118,Man of the Year (1995),Comedy,./train_images/Comedy/poster_118.jpg
119,The Neon Bible (1995),Drama,./train_images/Drama/poster_119.jpg
120,Up Close & Personal (1996),Drama,./train_images/Drama/poster_120.jpg
121,The Birdcage (1996),Comedy,./train_images/Comedy/poster_121.jpg
122,Gospa (1995),Drama,./train_images/Drama/poster_122.jpg
123,The Brothers McMullen (1995),Comedy,./train_images/Comedy/poster_123.jpg
124,Bad Boys (1995),Action,./train_images/Action/poster_124.jpg
125,The Amazing Panda Adventure (1995),Family,./train_images/Family/poster_125.jpg
126,The Basketball Diaries (1995),Biography,./train_images/Biography/poster_126.jpg
127,An Awfully Big Adventure (1995),Comedy,./train_images/Comedy/poster_127.jpg
128,Amateur (1994),Comedy,./train_images/Comedy/poster_128.jpg
129,Apollo 13 (1995),Adventure,./train_images/Adventure/poster_129.jpg
130,Rob Roy (1995),Adventure,./train_images/Adventure/poster_130.jpg
131,The Addiction (1995),Horror,./train_images/Horror/poster_131.jpg
132,Batman Forever (1995),Action,./train_images/Action/poster_132.jpg
133,Belle de Jour (1967),Drama,./train_images/Drama/poster_133.jpg
134,Beyond Rangoon (1995),Action,./train_images/Action/poster_134.jpg
135,Canadian Bacon (1995),Comedy,./train_images/Comedy/poster_135.jpg
136,Casper (1995),Comedy,./train_images/Comedy/poster_136.jpg
137,Clockers (1995),Crime,./train_images/Crime/poster_137.jpg
138,Congo (1995),Action,./train_images/Action/poster_138.jpg
139,Crimson Tide (1995),Action,./train_images/Action/poster_139.jpg
140,Desperado (1995),Action,./train_images/Action/poster_140.jpg
141,Die Hard with a Vengeance (1995),Action,./train_images/Action/poster_141.jpg
142,The Doom Generation (1995),Action,./train_images/Action/poster_142.jpg
143,Feast of July (1995),Crime,./train_images/Crime/poster_143.jpg
144,First Knight (1995),Action,./train_images/Action/poster_144.jpg
145,Free Willy 2: The Adventure Home (1995),Adventure,./train_images/Adventure/poster_145.jpg
146,Hackers (1995),Comedy,./train_images/Comedy/poster_146.jpg
147,Jeffrey (1995),Comedy,./train_images/Comedy/poster_147.jpg
148,Johnny Mnemonic (1995),Action,./train_images/Action/poster_148.jpg
149,Judge Dredd (1995),Action,./train_images/Action/poster_149.jpg
150,Jury Duty (1995),Comedy,./train_images/Comedy/poster_150.jpg
151,Kids (1995),Drama,./train_images/Drama/poster_151.jpg
152,Living in Oblivion (1995),Comedy,./train_images/Comedy/poster_152.jpg
153,Lord of Illusions (1995),Horror,./train_images/Horror/poster_153.jpg
154,Love & Human Remains (1993),Drama,./train_images/Drama/poster_154.jpg
155,Mad Love (1995),Drama,./train_images/Drama/poster_155.jpg
156,Mallrats (1995),Comedy,./train_images/Comedy/poster_156.jpg
157,Mighty Morphin Power Rangers: The Movie (1995),Action,./train_images/Action/poster_157.jpg
158,Moonlight and Valentino (1995),Comedy,./train_images/Comedy/poster_158.jpg
159,Mute Witness (1995),Horror,./train_images/Horror/poster_159.jpg
160,Nadja (1994),Drama,./train_images/Drama/poster_160.jpg
161,The Net (1995),Action,./train_images/Action/poster_161.jpg
162,Nine Months (1995),Comedy,./train_images/Comedy/poster_162.jpg
163,Party Girl (1995),Comedy,./train_images/Comedy/poster_163.jpg
164,The Prophecy (1995),Action,./train_images/Action/poster_164.jpg
165,Reckless (1995),Comedy,./train_images/Comedy/poster_165.jpg
166,Safe (1995),Drama,./train_images/Drama/poster_166.jpg
167,The Scarlet Letter (1995),Drama,./train_images/Drama/poster_167.jpg
168,The Show (1995),Documentary,./train_images/Documentary/poster_168.jpg
169,Showgirls (1995),Drama,./train_images/Drama/poster_169.jpg
170,Smoke (1995),Comedy,./train_images/Comedy/poster_170.jpg
171,Something to Talk About (1995),Comedy,./train_images/Comedy/poster_171.jpg
172,Species (1995),Action,./train_images/Action/poster_172.jpg
173,The Stars Fell on Henrietta (1995),Drama,./train_images/Drama/poster_173.jpg
174,Strange Days (1995),Action,./train_images/Action/poster_174.jpg
175,The Umbrellas of Cherbourg (1964),Drama,./train_images/Drama/poster_175.jpg
176,The Tie That Binds (1995),Crime,./train_images/Crime/poster_176.jpg
177,Three Wishes (1995),Drama,./train_images/Drama/poster_177.jpg
178,Total Eclipse (1995),Biography,./train_images/Biography/poster_178.jpg
179,"To Wong Foo Thanks for Everything, Julie Newmar (1995)",Comedy,./train_images/Comedy/poster_179.jpg
180,Under Siege 2: Dark Territory (1995),Action,./train_images/Action/poster_180.jpg
181,Unstrung Heroes (1995),Comedy,./train_images/Comedy/poster_181.jpg
182,Unzipped (1995),Documentary,./train_images/Documentary/poster_182.jpg
183,A Walk in the Clouds (1995),Drama,./train_images/Drama/poster_183.jpg
184,Waterworld (1995),Action,./train_images/Action/poster_184.jpg
185,White Man's Burden (1995),Drama,./train_images/Drama/poster_185.jpg
186,Wild Bill (1995),Action,./train_images/Action/poster_186.jpg
187,The Browning Version (1994),Drama,./train_images/Drama/poster_187.jpg
188,Bushwhacked (1995),Adventure,./train_images/Adventure/poster_188.jpg
189,Burnt by the Sun (1994),Drama,./train_images/Drama/poster_189.jpg
190,Before the Rain (1994),Drama,./train_images/Drama/poster_190.jpg
191,Before Sunrise (1995),Drama,./train_images/Drama/poster_191.jpg
192,Billy Madison (1995),Comedy,./train_images/Comedy/poster_192.jpg
193,The Babysitter (1995),Drama,./train_images/Drama/poster_193.jpg
194,Boys on the Side (1995),Comedy,./train_images/Comedy/poster_194.jpg
195,The Cure (1995),Drama,./train_images/Drama/poster_195.jpg
196,Castle Freak (1995),Drama,./train_images/Drama/poster_196.jpg
197,Circle of Friends (1995),Drama,./train_images/Drama/poster_197.jpg
198,Clerks (1994),Comedy,./train_images/Comedy/poster_198.jpg
199,Don Juan DeMarco (1994),Comedy,./train_images/Comedy/poster_199.jpg
200,Disclosure (1994),Drama,./train_images/Drama/poster_200.jpg
201,Drop Zone (1994),Action,./train_images/Action/poster_201.jpg
202,Destiny Turns on the Radio (1995),Crime,./train_images/Crime/poster_202.jpg
203,Dolores Claiborne (1995),Crime,./train_images/Crime/poster_203.jpg
204,Dumb & Dumber (1994),Comedy,./train_images/Comedy/poster_204.jpg
205,Eat Drink Man Woman (1994),Comedy,./train_images/Comedy/poster_205.jpg
206,Exotica (1994),Drama,./train_images/Drama/poster_206.jpg
207,Ed Wood (1994),Biography,./train_images/Biography/poster_207.jpg
208,French Kiss (1995),Comedy,./train_images/Comedy/poster_208.jpg
209,Forget Paris (1995),Comedy,./train_images/Comedy/poster_209.jpg
210,Far from Home: The Adventures of Yellow Dog (1995),Adventure,./train_images/Adventure/poster_210.jpg
211,A Goofy Movie (1995),Animation,./train_images/Animation/poster_211.jpg
212,Hideaway (1995),Fantasy,./train_images/Fantasy/poster_212.jpg
213,Fluke (1995),Drama,./train_images/Drama/poster_213.jpg
214,Gordy (1995),Comedy,./train_images/Comedy/poster_214.jpg
215,Gumby: The Movie (1995),Animation,./train_images/Animation/poster_215.jpg
216,The Glass Shield (1994),Crime,./train_images/Crime/poster_216.jpg
217,Hoop Dreams (1994),Documentary,./train_images/Documentary/poster_217.jpg
218,Heavenly Creatures (1994),Biography,./train_images/Biography/poster_218.jpg
219,Houseguest (1995),Comedy,./train_images/Comedy/poster_219.jpg
220,Immortal Beloved (1994),Biography,./train_images/Biography/poster_220.jpg
221,Heavy Weights (1995),Comedy,./train_images/Comedy/poster_221.jpg
222,The Hunted (1995),Action,./train_images/Action/poster_222.jpg
223,I.Q. (1994),Comedy,./train_images/Comedy/poster_223.jpg
224,Interview with the Vampire: The Vampire Chronicles (1994),Drama,./train_images/Drama/poster_224.jpg
225,Jefferson in Paris (1995),Biography,./train_images/Biography/poster_225.jpg
226,The Jerky Boys (1995),Comedy,./train_images/Comedy/poster_226.jpg
227,Junior (1994),Comedy,./train_images/Comedy/poster_227.jpg
228,Just Cause (1995),Action,./train_images/Action/poster_228.jpg
229,Kiss of Death (1995),Action,./train_images/Action/poster_229.jpg
230,A Little Princess (1995),Drama,./train_images/Drama/poster_230.jpg
231,Ladybird Ladybird (1994),Drama,./train_images/Drama/poster_231.jpg
232,L'Enfer (1994),Crime,./train_images/Crime/poster_232.jpg
233,Como agua para chocolate (1992),Drama,./train_images/Drama/poster_233.jpg
234,Legends of the Fall (1994),Drama,./train_images/Drama/poster_234.jpg
235,Major Payne (1995),Adventure,./train_images/Adventure/poster_235.jpg
236,Little Odessa (1994),Crime,./train_images/Crime/poster_236.jpg
237,Mi vida loca (1993),Crime,./train_images/Crime/poster_237.jpg
238,Love Affair (1994),Comedy,./train_images/Comedy/poster_238.jpg
239,Losing Isaiah (1995),Drama,./train_images/Drama/poster_239.jpg
240,The Madness of King George (1994),Biography,./train_images/Biography/poster_240.jpg
241,Mary Shelley's Frankenstein (1994),Drama,./train_images/Drama/poster_241.jpg
242,Man of the House (1995),Comedy,./train_images/Comedy/poster_242.jpg
243,Mixed Nuts (1994),Comedy,./train_images/Comedy/poster_243.jpg
244,Milk Money (1994),Comedy,./train_images/Comedy/poster_244.jpg
245,Miracle on 34th Street (1994),Family,./train_images/Family/poster_245.jpg
246,My Family (1995),Drama,./train_images/Drama/poster_246.jpg
247,Murder in the First (1995),Drama,./train_images/Drama/poster_247.jpg
248,Nobody's Fool (1994),Comedy,./train_images/Comedy/poster_248.jpg
249,Nell (1994),Drama,./train_images/Drama/poster_249.jpg
250,New Jersey Drive (1995),Crime,./train_images/Crime/poster_250.jpg
251,New York Cop (1993),Action,./train_images/Action/poster_251.jpg
252,Beyond Bedlam (1994),Comedy,./train_images/Comedy/poster_252.jpg
253,Nina Takes a Lover (1994),Comedy,./train_images/Comedy/poster_253.jpg
254,Natural Born Killers (1994),Crime,./train_images/Crime/poster_254.jpg
255,Only You (1994),Comedy,./train_images/Comedy/poster_255.jpg
256,Once Were Warriors (1994),Crime,./train_images/Crime/poster_256.jpg
257,Outbreak (1995),Action,./train_images/Action/poster_257.jpg
258,The Perez Family (1995),Comedy,./train_images/Comedy/poster_258.jpg
259,A Pyromaniac's Love Story (1995),Comedy,./train_images/Comedy/poster_259.jpg
260,Pulp Fiction (1994),Crime,./train_images/Crime/poster_260.jpg
261,Panther (1995),Drama,./train_images/Drama/poster_261.jpg
262,Tui shou (1992),Comedy,./train_images/Comedy/poster_262.jpg
263,Priest (1994),Drama,./train_images/Drama/poster_263.jpg
264,Quiz Show (1994),Biography,./train_images/Biography/poster_264.jpg
265,Picture Bride (1994),Drama,./train_images/Drama/poster_265.jpg
266,Queen Margot (1994),Biography,./train_images/Biography/poster_266.jpg
267,The Quick and the Dead (1995),Action,./train_images/Action/poster_267.jpg
268,Roommates (1995),Comedy,./train_images/Comedy/poster_268.jpg
269,Ready to Wear (1994),Comedy,./train_images/Comedy/poster_269.jpg
270,Three Colors: Red (1994),Drama,./train_images/Drama/poster_270.jpg
271,Three Colors: White (1994),Comedy,./train_images/Comedy/poster_271.jpg
272,Pao Da Shuang Deng (1994),Drama,./train_images/Drama/poster_272.jpg
273,Rent-a-Kid (1995),Drama,./train_images/Drama/poster_273.jpg
274,Relative Fear (1994),Drama,./train_images/Drama/poster_274.jpg
275,Stuart Saves His Family (1995),Comedy,./train_images/Comedy/poster_275.jpg
276,The Swan Princess (1994),Animation,./train_images/Animation/poster_276.jpg
277,The Secret of Roan Inish (1994),Drama,./train_images/Drama/poster_277.jpg
278,The Specialist (1994),Action,./train_images/Action/poster_278.jpg
279,Stargate (1994),Action,./train_images/Action/poster_279.jpg
280,The Santa Clause (1994),Comedy,./train_images/Comedy/poster_280.jpg
281,Shallow Grave (1994),Crime,./train_images/Crime/poster_281.jpg
282,Suture (1993),Drama,./train_images/Drama/poster_282.jpg
283,Strawberry and Chocolate (1993),Comedy,./train_images/Comedy/poster_283.jpg
284,Swimming with Sharks (1994),Comedy,./train_images/Comedy/poster_284.jpg
285,The Sum of Us (1994),Comedy,./train_images/Comedy/poster_285.jpg
286,Senior Trip (1995),Adventure,./train_images/Adventure/poster_286.jpg
287,To Live (1994),Drama,./train_images/Drama/poster_287.jpg
288,Tank Girl (1995),Action,./train_images/Action/poster_288.jpg
289,Tales from the Crypt: Demon Knight (1995),Action,./train_images/Action/poster_289.jpg
290,Star Trek: Generations (1994),Action,./train_images/Action/poster_290.jpg
291,Tales from the Hood (1995),Crime,./train_images/Crime/poster_291.jpg
292,Tom & Viv (1994),Biography,./train_images/Biography/poster_292.jpg
293,Village of the Damned (1995),Horror,./train_images/Horror/poster_293.jpg
294,Tommy Boy (1995),Adventure,./train_images/Adventure/poster_294.jpg
295,Vanya on 42nd Street (1994),Comedy,./train_images/Comedy/poster_295.jpg
296,The Underneath (1995),Crime,./train_images/Crime/poster_296.jpg
297,The Walking Dead (1995),Drama,./train_images/Drama/poster_297.jpg
298,What's Eating Gilbert Grape (1993),Drama,./train_images/Drama/poster_298.jpg
299,While You Were Sleeping (1995),Comedy,./train_images/Comedy/poster_299.jpg
300,The War (1994),Drama,./train_images/Drama/poster_300.jpg
301,Double Happiness (1994),Drama,./train_images/Drama/poster_301.jpg
302,Muriel's Wedding (1994),Comedy,./train_images/Comedy/poster_302.jpg
303,The Baby-Sitters Club (1995),Comedy,./train_images/Comedy/poster_303.jpg
304,"The Adventures of Priscilla, Queen of the Desert (1994)",Comedy,./train_images/Comedy/poster_304.jpg
305,Backbeat (1994),Biography,./train_images/Biography/poster_305.jpg
306,Bitter Moon (1992),Drama,./train_images/Drama/poster_306.jpg
307,Bullets Over Broadway (1994),Comedy,./train_images/Comedy/poster_307.jpg
308,Clear and Present Danger (1994),Action,./train_images/Action/poster_308.jpg
309,The Client (1994),Crime,./train_images/Crime/poster_309.jpg
310,Crooklyn (1994),Comedy,./train_images/Comedy/poster_310.jpg
311,The Crow (1994),Action,./train_images/Action/poster_311.jpg
312,Cobb (1994),Biography,./train_images/Biography/poster_312.jpg
313,The Flintstones (1994),Comedy,./train_images/Comedy/poster_313.jpg
314,Four Weddings and a Funeral (1994),Comedy,./train_images/Comedy/poster_314.jpg
315,Higher Learning (1995),Crime,./train_images/Crime/poster_315.jpg
316,I Like It Like That (1994),Comedy,./train_images/Comedy/poster_316.jpg
317,I Love Trouble (1994),Action,./train_images/Action/poster_317.jpg
318,It Could Happen to You (1994),Comedy,./train_images/Comedy/poster_318.jpg
319,The Jungle Book (1994),Adventure,./train_images/Adventure/poster_319.jpg
320,Die Macht der Bilder: Leni Riefenstahl (1993),Documentary,./train_images/Documentary/poster_320.jpg
321,The Lion King (1994),Animation,./train_images/Animation/poster_321.jpg
322,Little Buddha (1993),Drama,./train_images/Drama/poster_322.jpg
323,New Nightmare (1994),Fantasy,./train_images/Fantasy/poster_323.jpg
324,The Mask (1994),Comedy,./train_images/Comedy/poster_324.jpg
325,Maverick (1994),Action,./train_images/Action/poster_325.jpg
326,Mrs. Parker and the Vicious Circle (1994),Biography,./train_images/Biography/poster_326.jpg
327,Naked Gun 33 1/3: The Final Insult (1994),Comedy,./train_images/Comedy/poster_327.jpg
328,The Paper (1994),Comedy,./train_images/Comedy/poster_328.jpg
329,Reality Bites (1994),Comedy,./train_images/Comedy/poster_329.jpg
330,Ri?쓍ie Ri?쓍 (1994),Comedy,./train_images/Comedy/poster_330.jpg
331,Safe Passage (1994),Drama,./train_images/Drama/poster_331.jpg
332,The River Wild (1994),Action,./train_images/Action/poster_332.jpg
333,Speed (1994),Action,./train_images/Action/poster_333.jpg
334,Speechless (1994),Comedy,./train_images/Comedy/poster_334.jpg
335,Timecop (1994),Action,./train_images/Action/poster_335.jpg
336,True Lies (1994),Action,./train_images/Action/poster_336.jpg
337,When a Man Loves a Woman (1994),Drama,./train_images/Drama/poster_337.jpg
338,Wolf (1994),Drama,./train_images/Drama/poster_338.jpg
339,Wyatt Earp (1994),Adventure,./train_images/Adventure/poster_339.jpg
340,Bad Company (1995),Crime,./train_images/Crime/poster_340.jpg
341,A Man of No Importance (1994),Comedy,./train_images/Comedy/poster_341.jpg
342,S.F.W. (1994),Comedy,./train_images/Comedy/poster_342.jpg
343,A Low Down Dirty Shame (1994),Action,./train_images/Action/poster_343.jpg
344,"Boys Life: Three Stories of Love, Lust, and Liberation (1994)",Drama,./train_images/Drama/poster_344.jpg
345,Colonel Chabert (1994),Drama,./train_images/Drama/poster_345.jpg
346,"Faster, Pussycat! Kill! Kill! (1965)",Action,./train_images/Action/poster_346.jpg
347,Jason's Lyric (1994),Crime,./train_images/Crime/poster_347.jpg
348,The Secret Adventures of Tom Thumb (1993),Animation,./train_images/Animation/poster_348.jpg
349,Street Fighter (1994),Action,./train_images/Action/poster_349.jpg
350,Coldblooded (1995),Action,./train_images/Action/poster_350.jpg
351,Desert Winds (1994),Drama,./train_images/Drama/poster_351.jpg
352,Fall Time (1995),Drama,./train_images/Drama/poster_352.jpg
353,The Fear (1995),Horror,./train_images/Horror/poster_353.jpg
354,Frank and Ollie (1995),Documentary,./train_images/Documentary/poster_354.jpg
355,Girl in the Cadillac (1995),Adventure,./train_images/Adventure/poster_355.jpg
356,Homage (1995),Drama,./train_images/Drama/poster_356.jpg
357,Mirage (1995),Action,./train_images/Action/poster_357.jpg
358,Dos cr?menes (1994),Comedy,./train_images/Comedy/poster_358.jpg
359,Brother Minister: The Assassination of Malcolm X (1994),Documentary,./train_images/Documentary/poster_359.jpg
360,Highlander: The Final Dimension (1994),Action,./train_images/Action/poster_360.jpg
361,Federal Hill (1994),Crime,./train_images/Crime/poster_361.jpg
362,In the Mouth of Madness (1994),Fantasy,./train_images/Fantasy/poster_362.jpg
363,8 Seconds (1994),Biography,./train_images/Biography/poster_363.jpg
364,Above the Rim (1994),Crime,./train_images/Crime/poster_364.jpg
365,Addams Family Values (1993),Comedy,./train_images/Comedy/poster_365.jpg
366,Martin Lawrence: You So Crazy (1994),Documentary,./train_images/Documentary/poster_366.jpg
367,The Age of Innocence (1993),Drama,./train_images/Drama/poster_367.jpg
368,Airheads (1994),Comedy,./train_images/Comedy/poster_368.jpg
369,The Air Up There (1994),Comedy,./train_images/Comedy/poster_369.jpg
370,Another Stakeout (1993),Action,./train_images/Action/poster_370.jpg
371,Bad Girls (1994),Romance,./train_images/Romance/poster_371.jpg
372,Barcelona (1994),Comedy,./train_images/Comedy/poster_372.jpg
373,Being Human (1994),Comedy,./train_images/Comedy/poster_373.jpg
374,The Beverly Hillbillies (1993),Comedy,./train_images/Comedy/poster_374.jpg
375,Beverly Hills Cop III (1994),Action,./train_images/Action/poster_375.jpg
376,Black Beauty (1994),Adventure,./train_images/Adventure/poster_376.jpg
377,Blink (1993),Crime,./train_images/Crime/poster_377.jpg
378,Blown Away (1994),Action,./train_images/Action/poster_378.jpg
379,Blue Chips (1994),Drama,./train_images/Drama/poster_379.jpg
380,Blue Sky (1994),Drama,./train_images/Drama/poster_380.jpg
381,Body Snatchers (1993),Horror,./train_images/Horror/poster_381.jpg
382,Boxing Helena (1993),Drama,./train_images/Drama/poster_382.jpg
383,Cabin Boy (1994),Adventure,./train_images/Adventure/poster_383.jpg
384,Calendar Girl (1993),Drama,./train_images/Drama/poster_384.jpg
385,City Slickers II: The Legend of Curly's Gold (1994),Comedy,./train_images/Comedy/poster_385.jpg
386,Clean Slate (1994),Comedy,./train_images/Comedy/poster_386.jpg
